data_size,epochs,total_time,mse
110,41,4.999021053314209,0.04688774786750963
120,12,1.6966776847839355,0.06136105448078833
130,34,4.057756662368774,0.04816426410697142
140,29,3.5462608337402344,0.03829425288722394
150,64,7.326525926589966,0.09631874990417356
160,19,2.3019309043884277,0.02804150999880793
170,21,2.935101270675659,0.08357010611176224
180,42,5.074061632156372,0.06268024412180001
190,45,5.415740013122559,0.06341121443001166
200,43,5.15491509437561,0.045661832170650944
40,11,1.8915650844573975,0.013037636395976394
50,24,2.893712043762207,0.026154320663009357
60,96,10.740200757980347,0.03610899274312908
70,157,17.06599760055542,0.2545090755988051
80,31,3.6726555824279785,0.15271191029045814
90,48,5.478205680847168,0.44121055124554376
100,30,3.7633492946624756,0.038573075225177104
110,54,6.209464073181152,0.05486863573100632
120,13,1.7826082706451416,0.024918962125034482
130,29,3.516341209411621,0.03948696236494787
140,20,2.523040294647217,0.028505891334429174
150,27,3.5293359756469727,0.04061809730305026
160,30,3.424185037612915,0.04157903101046908
170,34,4.161112070083618,0.041923143465023634
180,15,2.0447020530700684,0.03973275474494165
190,58,6.838251113891602,0.02487045515430422
200,46,5.81177830696106,0.051505573261484604
40,15,2.321388006210327,0.12267729796924404
50,29,3.4413442611694336,0.03313999622055982
60,197,21.641509771347046,0.3598791084054542
70,14,1.891313076019287,0.05206250087930223
80,23,2.8197968006134033,0.036992891685452375
90,13,1.9382083415985107,0.03908392565222715
100,21,2.6382253170013428,0.04151954691533308
110,187,20.704869031906128,0.09488887009448983
120,29,3.5185768604278564,0.035132763089160864
130,29,3.5318679809570312,0.0570855580680028
140,19,2.6255176067352295,0.03104763921384937
150,71,8.090953350067139,0.07099470310990706
160,17,2.1071295738220215,0.02761863155082286
170,29,3.5999178886413574,0.02408697392289444
180,19,2.519737958908081,0.05975269287124829
190,19,2.714264154434204,0.04528567026072186
200,17,2.2865347862243652,0.04835874887422389
40,47,5.686183452606201,0.013965787186800513
50,32,3.7289671897888184,0.032333065272678915
60,25,3.056523084640503,0.026971666954105633
70,14,1.9759140014648438,0.038088294494027744
80,49,5.634443998336792,0.046828289970718584
90,28,3.3685529232025146,0.06937298929521654
100,17,2.1897335052490234,0.03297849509294258
110,42,4.9061665534973145,0.05679214958062355
120,19,2.6017532348632812,0.043541270966532486
130,41,4.822012424468994,0.08791664610885776
140,32,3.8475632667541504,0.04374552308883016
150,17,2.219773769378662,0.026881612766989853
160,29,3.3233706951141357,0.084746647433151
170,160,18.561797618865967,0.1389407810860339
180,41,4.966928243637085,0.08073304301851156
190,31,3.8917508125305176,0.05428787522141561
200,14,1.9363975524902344,0.022637552039132286
