data_size,epochs,total_time,mse
40,26,3.523805856704712,0.4512341684083918
50,161,17.435420989990234,0.035546313370745264
60,124,13.906856298446655,0.03314518828927992
70,22,2.742560386657715,0.2054203477630024
80,33,3.919762372970581,0.03210706341200313
90,38,4.686944961547852,0.040146276622635785
100,47,5.4957849979400635,0.1292529211302096
110,46,5.410409450531006,0.05093763568797818
120,35,4.201066493988037,0.04564450560609019
130,108,12.290270566940308,0.10983455074678247
140,173,19.715608596801758,0.10794509028414992
150,104,11.858725547790527,0.21960662528637084
160,34,3.8901960849761963,0.045257275701975304
170,11,1.8458847999572754,0.052351121633845865
180,62,7.390311002731323,0.050773888296175594
190,29,3.666088104248047,0.05247584272796032
200,51,6.130635738372803,0.047840090773382804
40,34,4.336168527603149,0.0318330530239377
50,88,9.706959247589111,0.10753044177837419
60,86,9.843290567398071,0.22131268503680204
70,27,3.29480242729187,0.08813181151852885
80,80,9.012342691421509,0.08246017024821102
90,70,8.200360536575317,0.04240388429469851
100,47,5.49589991569519,0.035304329740496423
110,22,2.767703056335449,0.06285056557391494
120,30,3.733276128768921,0.04211279051067168
130,37,4.4258811473846436,0.03672073595895425
140,20,2.763777494430542,0.027978852296309937
150,25,3.1441478729248047,0.027957333903001556
160,76,8.204259157180786,0.10325874215732403
170,44,5.299640655517578,0.0955752499738963
180,97,8458.939146518707,0.029878854994289345
190,17,2.5195083618164062,0.056914303525169525
200,38,4.649967670440674,0.05632188588818687
40,16,2.404750347137451,0.6134918583515443
50,12,1.6367619037628174,0.7029988125861636
60,58,6.691629886627197,0.05608795255378507
70,101,11.164479732513428,0.10915306762040941
80,69,7.728921413421631,0.024725099062858115
90,49,5.616252422332764,0.04473050897246148
100,38,4.6636738777160645,0.06931802129229106
110,49,5.733898162841797,0.04928421199486089
120,93,10.426458835601807,0.059357971324215025
130,67,7.6467180252075195,0.06724704177505515
140,37,4.389831781387329,0.10201561532610552
150,90,10.405975818634033,0.12303214393043191
160,26,3.026060104370117,0.08323797626664912
170,19,2.5127835273742676,0.05152874788978054
180,106,12.243276834487915,0.03465908573085436
190,96,11.422626495361328,0.05384628233013055
200,41,4.9418745040893555,0.08808490736757386
40,95,10.717164516448975,0.030345421162207363
50,26,3.104674816131592,0.06163269370041996
60,55,6.417468309402466,0.06470278487815266
70,20,2.5150060653686523,0.08415309190889782
80,41,4.7622222900390625,0.05279855901187981
90,55,6.248505115509033,0.06415109664876921
100,43,5.140899658203125,0.05669083783099686
110,39,4.622251749038696,0.06310078668056078
120,48,5.5774524211883545,0.03564710077904098
130,35,4.204990386962891,0.04663679283761524
140,22,2.7716870307922363,0.04180346391712214
150,24,3.215198040008545,0.06500599713193762
160,28,3.247433662414551,0.05957329444745453
170,12,1.7216131687164307,0.07495072610227245
180,137,15.639302253723145,0.038324180967575144
190,26,3.509988307952881,0.07283019130700294
200,32,3.977109909057617,0.03893355420708659
40,64,7.428834676742554,0.016632666546204013
50,27,3.195380687713623,0.05236581767037328
60,75,8.561034440994263,0.037255148490305375
70,212,23.093244075775146,0.1584188773801881
80,56,6.580124855041504,0.09142316673176773
90,28,3.380718946456909,0.03962906350483861
100,21,2.6160624027252197,0.03443199782008879
110,54,6.234723329544067,0.03135901101888622
120,39,4.633784770965576,0.03588077053013713
130,26,3.395535469055176,0.036986641552290304
140,48,5.608351230621338,0.04213721323172783
150,37,4.400680065155029,0.106341617558467
160,16,1.998856544494629,0.03683989112892034
170,16,2.164207696914673,0.037680577302177866
180,35,4.576582431793213,0.11106335599824192
190,29,3.657076597213745,0.06976889406379581
200,32,3.9350738525390625,0.0508756899692262
40,18,2.639961004257202,0.027386501142738384
50,31,3.6467177867889404,0.05965684689203996
60,39,4.5715672969818115,0.0569084445788218
70,42,5.007853269577026,0.03253361810612954
80,65,7.344153881072998,0.031227464432081097
90,21,2.640472412109375,0.05633626508979431
100,34,4.006717205047607,0.05769285147312565
110,43,5.258003234863281,0.06457669201228775
120,23,2.8933706283569336,0.058382095836638524
130,23,2.883540630340576,0.04449926482676051
140,16,2.1308019161224365,0.0518059574423699
150,34,4.055357933044434,0.07596998354801553
160,39,4.577842712402344,0.09654443411273922
170,161,18.48059391975403,0.06813030726919764
180,284,32.421589374542236,0.05599700631886463
190,63,7.42842435836792,0.0596119737737663
200,25,3.192812919616699,0.026857996598753254
40,55,6.509156227111816,0.03396925774032676
50,75,8.265081882476807,0.040279776258258695
60,229,25.14423394203186,0.04734213414189081
70,29,3.4791676998138428,0.1896395631308625
80,40,4.846344232559204,0.05359482728786012
90,52,5.972864866256714,0.04806168710727074
100,40,4.684558391571045,0.07052574114867836
110,44,5.17167592048645,0.039936002081525576
120,64,7.363386154174805,0.05150382391687699
130,96,11.076942920684814,0.09915731406782581
140,31,3.7566285133361816,0.08900849926397549
150,64,7.342922925949097,0.13671280940646827
160,22,2.619784355163574,0.02489964899440881
170,11,1.60066819190979,0.09561806034213681
180,69,8.348345279693604,0.08576783565444898
190,54,6.408255100250244,0.09143521402973002
200,52,6.190141916275024,0.0410975828176766
40,29,3.800076723098755,0.19327414302027546
50,30,3.5396199226379395,0.07084709917412035
60,36,4.236370325088501,0.031866866079948396
70,83,9.391945838928223,0.10513165680549767
80,76,8.517861604690552,0.05351951630046209
90,133,14.607796907424927,0.040819550516513245
100,52,6.228876113891602,0.06173276058889199
110,53,6.23704195022583,0.042571491784575095
120,23,2.8660073280334473,0.03916765674350792
130,53,6.155885219573975,0.0790630002979613
140,60,6.872767210006714,0.08741744773389044
150,18,2.5425126552581787,0.1426848910333357
160,59,6.445442199707031,0.08298051296378164
170,68,7.9772913455963135,0.08843291132469264
180,21,2.7313921451568604,0.08925071882848133
190,15,2.0607335567474365,0.0274241743887845
200,23,3.191469669342041,0.04509493125942554
40,36,4.505033731460571,0.24606831358385728
50,77,8.450095176696777,0.025959490370957496
60,91,10.2787446975708,0.021891555096858306
70,84,9.3427894115448,0.14357855595127336
80,19,2.397569417953491,0.05826878323602381
90,45,5.373638868331909,0.05315008836553072
100,36,4.242573022842407,0.03651899424074814
110,32,3.8238015174865723,0.06540372503764738
120,76,8.615284204483032,0.046206783820050785
130,17,2.227329730987549,0.043398201186006444
140,38,4.7114646434783936,0.09462793338626659
150,254,28.027161836624146,0.1855172474496277
160,22,2.5998411178588867,0.031336180904743445
170,22,3.150184154510498,0.024616020952914902
180,124,14.300127744674683,0.018451157063541883
190,38,4.604738235473633,0.16177539053435686
200,64,7.491588830947876,0.032197842311524706
40,31,4.02710223197937,0.10511520885141398
50,45,5.160836935043335,0.043219161075068575
60,33,3.928884506225586,0.04667212846279389
70,42,5.065407991409302,0.10962235157474398
80,43,4.9971630573272705,0.0654959018927132
90,38,4.455549716949463,0.06302733205962603
100,24,2.948908805847168,0.03332259175012098
110,160,39.91828680038452,0.08165812070674253
120,88,9.935582399368286,0.07200966439808333
130,24,2.978546142578125,0.06671742612682939
140,32,3.8380346298217773,0.030352049376483066
150,12,1.869154930114746,0.027212934306611692
160,24,2.808551549911499,0.03862425381817644
170,159,42.89356517791748,0.05896722934600961
180,16,2.162177085876465,0.021743305692352038
190,40,4.835373640060425,0.06358469983357933
200,74,8.91132116317749,0.07617770111965641
