run,epoch,train_loss,val_loss
1,1,0.7633795142173767,0.12576311826705933
1,2,0.5118627548217773,0.11367436498403549
1,3,0.2750728726387024,0.2544192671775818
1,4,0.31325680017471313,0.3914293050765991
1,5,0.29264262318611145,0.36646243929862976
1,6,0.27630314230918884,0.2604086399078369
1,7,0.24555149674415588,0.19141457974910736
1,8,0.21007336676120758,0.17659708857536316
1,9,0.21572715044021606,0.16273802518844604
1,10,0.18891160190105438,0.13805079460144043
1,11,0.186028391122818,0.13659535348415375
1,12,0.17836783826351166,0.13454267382621765
1,13,0.1627342402935028,0.1137860044836998
1,14,0.13430342078208923,0.10095366090536118
1,15,0.13673746585845947,0.09917790442705154
1,16,0.1296524852514267,0.11002656817436218
1,17,0.13021455705165863,0.11953506618738174
1,18,0.0838392972946167,0.06986258924007416
1,19,0.07580698281526566,0.1062699407339096
1,20,0.06600490212440491,0.11576171219348907
1,21,0.06561644375324249,0.07034148275852203
1,22,0.059436626732349396,0.09328125417232513
1,23,0.05138007551431656,0.11324135214090347
1,24,0.05981668829917908,0.08783185482025146
1,25,0.05440080165863037,0.08302805572748184
1,26,0.04808156192302704,0.08728545159101486
1,27,0.048474863171577454,0.0898158848285675
1,28,0.04479234665632248,0.08905109763145447
1,29,0.04265555739402771,0.07843542844057083
1,30,0.045632731169462204,0.08528941124677658
1,31,0.039724547415971756,0.08379047363996506
1,32,0.03874554485082626,0.08934181183576584
1,33,0.038341961801052094,0.086063452064991
1,34,0.036543238908052444,0.08092126995325089
1,35,0.03668990358710289,0.07581915706396103
1,36,0.0346292182803154,0.08156858384609222
1,37,0.035383082926273346,0.07495523989200592
1,38,0.03349342569708824,0.09647016227245331
1,39,0.03409324213862419,0.08048185706138611
1,40,0.032793838530778885,0.09233386069536209
1,41,0.03272716701030731,0.09298602491617203
1,42,0.03152443841099739,0.08289051055908203
1,43,0.030988816171884537,0.08928059041500092
1,44,0.031567949801683426,0.07907264679670334
1,45,0.030730415135622025,0.09174250066280365
1,46,0.03034907765686512,0.07971974462270737
1,47,0.029046732932329178,0.09401386231184006
1,48,0.029642289504408836,0.07415858656167984
1,49,0.028229279443621635,0.08824757486581802
1,50,0.029050108045339584,0.07643992453813553
1,51,0.028181476518511772,0.082026407122612
1,52,0.026908626779913902,0.0807264968752861
1,53,0.026433205232024193,0.07566621899604797
1,54,0.028567662462592125,0.09131549298763275
1,55,0.026846371591091156,0.08150181919336319
1,56,0.02591974474489689,0.0876719281077385
1,57,0.02523290365934372,0.08578598499298096
1,58,0.02587229572236538,0.08521939069032669
1,59,0.025607239454984665,0.0793256089091301
1,60,0.025082742795348167,0.0903652086853981
1,61,0.02613176964223385,0.0681256577372551
1,62,0.02603454329073429,0.1036376804113388
1,63,0.028497157618403435,0.07889039069414139
1,64,0.026573967188596725,0.08274126797914505
1,65,0.024982275441288948,0.10281116515398026
1,66,0.024520350620150566,0.07766115665435791
1,67,0.024990173056721687,0.08663572371006012
1,68,0.024983549490571022,0.08507090061903
1,69,0.02288092114031315,0.07872000336647034
1,70,0.02330395206809044,0.09674713015556335
1,71,0.02311122789978981,0.08631977438926697
1,72,0.023112284019589424,0.09027005732059479
1,73,0.023146575316786766,0.08259236812591553
1,74,0.022023627534508705,0.08841212838888168
1,75,0.021947499364614487,0.08386752009391785
1,76,0.02216842584311962,0.08790294826030731
1,77,0.021632883697748184,0.08909260481595993
1,78,0.0215002428740263,0.07954029738903046
1,79,0.020863987505435944,0.08422596752643585
1,80,0.020627710968255997,0.08452438563108444
1,81,0.02096225507557392,0.07992059737443924
1,82,0.02114235982298851,0.07445157319307327
1,83,0.02051139995455742,0.08618833124637604
1,84,0.02067779004573822,0.07319054752588272
1,85,0.02037748321890831,0.07899531722068787
1,86,0.020122552290558815,0.08105932921171188
1,87,0.021169723942875862,0.06356578320264816
1,88,0.02206837385892868,0.10286746919155121
1,89,0.02141859568655491,0.07288534939289093
1,90,0.02094331569969654,0.0961858406662941
1,91,0.021128354594111443,0.07020418345928192
1,92,0.020218318328261375,0.08847157657146454
1,93,0.020356599241495132,0.08054747432470322
1,94,0.020578937605023384,0.07715766876935959
1,95,0.0198581013828516,0.07627533376216888
1,96,0.01898253709077835,0.07269927114248276
1,97,0.019368380308151245,0.08678600937128067
1,98,0.019343893975019455,0.07086889445781708
1,99,0.019087979570031166,0.08163069188594818
1,100,0.01897411234676838,0.07079342752695084
2,1,0.6838428974151611,0.5437292456626892
2,2,0.43941134214401245,0.2753204107284546
2,3,0.4218524098396301,0.20287281274795532
2,4,0.3716234862804413,0.18118184804916382
2,5,0.29328617453575134,0.17262670397758484
2,6,0.2785813510417938,0.19089698791503906
2,7,0.2569708824157715,0.23272705078125
2,8,0.24714064598083496,0.2256542593240738
2,9,0.23232942819595337,0.17291752994060516
2,10,0.2761096954345703,0.14930184185504913
2,11,0.2286469042301178,0.14477239549160004
2,12,0.23803973197937012,0.16704967617988586
2,13,0.20418626070022583,0.1787845492362976
2,14,0.22330498695373535,0.17184090614318848
2,15,0.1525338590145111,0.16270014643669128
2,16,0.1633775383234024,0.1476212441921234
2,17,0.15360158681869507,0.1717318445444107
2,18,0.11549660563468933,0.12995311617851257
2,19,0.10622116178274155,0.12986481189727783
2,20,0.10732649266719818,0.14483541250228882
2,21,0.09780111163854599,0.1025492325425148
2,22,0.09153661876916885,0.10799406468868256
2,23,0.08840663731098175,0.15580376982688904
2,24,0.07715531438589096,0.08757035434246063
2,25,0.06818418204784393,0.11543052643537521
2,26,0.05493287742137909,0.10159055888652802
2,27,0.051764991134405136,0.10692350566387177
2,28,0.048418715596199036,0.09426363557577133
2,29,0.04614715278148651,0.0754820927977562
2,30,0.04493752494454384,0.1036781370639801
2,31,0.040424760431051254,0.08272470533847809
2,32,0.03864910081028938,0.09067906439304352
2,33,0.03603842854499817,0.0847947746515274
2,34,0.0356861837208271,0.0830668956041336
2,35,0.034606028348207474,0.0882076770067215
2,36,0.0345962829887867,0.08896920084953308
2,37,0.03473219275474548,0.08902700990438461
2,38,0.03129353001713753,0.09129105508327484
2,39,0.032797716557979584,0.08667229115962982
2,40,0.03134683147072792,0.07963584363460541
2,41,0.030589601024985313,0.07334630191326141
2,42,0.02835112437605858,0.10170264542102814
2,43,0.03019585646688938,0.07850825041532516
2,44,0.02785067819058895,0.08056943863630295
2,45,0.026924535632133484,0.08114191889762878
2,46,0.029269017279148102,0.07618793100118637
2,47,0.024932032451033592,0.09100161492824554
2,48,0.02556508406996727,0.07314209640026093
2,49,0.026435842737555504,0.10651521384716034
2,50,0.025530392304062843,0.08147250860929489
2,51,0.026753613725304604,0.0844457596540451
2,52,0.024135161191225052,0.08998724073171616
2,53,0.02378961443901062,0.07630400359630585
2,54,0.024945732206106186,0.09519573301076889
2,55,0.02417154051363468,0.0862860158085823
2,56,0.023392844945192337,0.08422491699457169
2,57,0.023350387811660767,0.0831313207745552
2,58,0.022181132808327675,0.08328710496425629
2,59,0.02268972247838974,0.09408159554004669
2,60,0.022179793566465378,0.08764580637216568
2,61,0.022265642881393433,0.07997481524944305
2,62,0.021544069051742554,0.08807007968425751
2,63,0.021321840584278107,0.08659444004297256
2,64,0.020635168999433517,0.08914358913898468
2,65,0.020532067865133286,0.08653862774372101
2,66,0.01950596645474434,0.08990376442670822
2,67,0.019533807411789894,0.0838807076215744
2,68,0.019580654799938202,0.09132485836744308
2,69,0.020366515964269638,0.08241145312786102
2,70,0.01989203505218029,0.08856629580259323
2,71,0.01944783888757229,0.08383253961801529
2,72,0.01950143650174141,0.08734138309955597
2,73,0.01949877105653286,0.08963087946176529
2,74,0.019850734621286392,0.08050544559955597
2,75,0.018680518493056297,0.08739221096038818
2,76,0.018842244520783424,0.0904298722743988
2,77,0.018292268738150597,0.08402319252490997
2,78,0.018913794308900833,0.09650523215532303
2,79,0.018806127831339836,0.08537569642066956
2,80,0.018350785598158836,0.10294495522975922
2,81,0.018346140161156654,0.08285079896450043
2,82,0.0189638864248991,0.08994259685277939
2,83,0.01799742877483368,0.09308017790317535
2,84,0.018527621403336525,0.09089098125696182
2,85,0.01736556552350521,0.08992655575275421
2,86,0.018248289823532104,0.09303045272827148
2,87,0.017363829538226128,0.08793976902961731
2,88,0.016978275030851364,0.08983154594898224
2,89,0.017368176952004433,0.09210153669118881
2,90,0.017649222165346146,0.08734866976737976
2,91,0.0168902650475502,0.08993562310934067
2,92,0.017149854451417923,0.08830032497644424
2,93,0.01624298468232155,0.08037059009075165
2,94,0.017239054664969444,0.09993784874677658
2,95,0.016460523009300232,0.08521168678998947
2,96,0.016914337873458862,0.08413330465555191
2,97,0.015980497002601624,0.08464748412370682
2,98,0.016944898292422295,0.09197286516427994
2,99,0.016530027613043785,0.08388744294643402
2,100,0.016757138073444366,0.08088113367557526
3,1,0.8785670399665833,1.0557079315185547
3,2,0.523167610168457,0.6598753333091736
3,3,0.3197269141674042,0.35814788937568665
3,4,0.14876092970371246,0.1820043921470642
3,5,0.13570000231266022,0.1277610957622528
3,6,0.13300126791000366,0.11925754696130753
3,7,0.12927672266960144,0.12916958332061768
3,8,0.1241028755903244,0.15071600675582886
3,9,0.10209600627422333,0.17536473274230957
3,10,0.09957492351531982,0.18532057106494904
3,11,0.1027819812297821,0.16514712572097778
3,12,0.08589483797550201,0.14748989045619965
3,13,0.07509288936853409,0.1356155127286911
3,14,0.072451151907444,0.13320262730121613
3,15,0.0742357149720192,0.13357919454574585
3,16,0.07142850011587143,0.12092479318380356
3,17,0.0644354522228241,0.11050793528556824
3,18,0.05983966961503029,0.11068703234195709
3,19,0.05789758637547493,0.11602696031332016
3,20,0.05691923573613167,0.12218955904245377
3,21,0.05167264863848686,0.1159442812204361
3,22,0.051282770931720734,0.11614116281270981
3,23,0.048749517649412155,0.11576158553361893
3,24,0.04467316344380379,0.12088310718536377
3,25,0.04202689975500107,0.11153304576873779
